,brand,city,title,desc,image_count,created_at,price
9268,HTC::اچ‌تی‌سی,Qom,16Gاچ تی سیbaterfly,تاچش ازوسط ترک داره که دارم ازش استفاده میکنم وب دردمصرف کننده ای که دنبال گوشی خوب وسرعت بالاوب قیمت باشه میخوره،خودشم تمیزوبدون ضربه س,2,Friday 02PM,249845
9269,Apple::اپل,Tehran,اپل,"فروش یا تعویض خط همراه اول كلكسيوني رند و قرینه با گوشی اپل
شماره خط :$NUM
پیشنهاد خود را پیامک کنید",0,Saturday 08AM,967059
9278,Huawei::هوآوی,Tabriz,Huawei G750 فروش یا معاوضه,گوشی سالم و تمیزی هست ،تعویض جهت تنوع،لطفا مدل گوشیهایی که قصد تعویض با گوشی من را دارید sms کنید,1,Monday 07PM,475702
9279,Huawei::هوآوی,Karaj,سلام‌گوشی هواوی g510,سلام گوشی هواوی جی ۵۱۰ فروش یا معاوضه با بالاتر که سر میدم بقیشو تا ۱۵۰ تومان,3,Tuesday 02PM,107062
9286,Samsung::سامسونگ,Karaj,نوت 5تاچ ال سیدی شکسته معاوضه,معاوضه با هم قیمت با این وضعیت یا فروش,0,Wednesday 08PM,661192
9299,Apple::اپل,Isfahan,ایفون 6s 64 گیگ پلمپ اکتیو نشده,"گوشی پلمپ و اکتیو نشده هست 
قیمت مورد نظرتون رو پیامک کنید.",0,Sunday 03PM,1941637
9302,Samsung::سامسونگ,Shiraz,نوت 4 فقط معاوضه با اس 6 اج,فقط معاوضه با اس 6 اج گوشی تمیزه بدون مشکل گوشی تمیز میخوام بدون هیچ مشکلی رنگش مهم نیست فقط اس 6 اج باشه ما تفاوت هم نقدا پرداخت میکنم,3,Monday 11AM,1491527
9304,Samsung::سامسونگ,Tehran,اپل - سامسونگ(حتما بخونید),"سلام
یه گوشی آیفون 4 دارم سفید 16 گیگ با کارتون و لوازم
یه گوشی j2 دارم گلد که تاچ و ال سی دی لازم داره و بردش سالمه سالمه با کارتون
یه گوشی j5 گلد دارم که اونم تاچ و ال سی دی میخواد
یه گوشی g610 هم دارم سفید با جعبه و لوازم که آیسی تغذیش ایراد داره
حوصله و وقت درست کردنشون رو ندارم
همه رو باهم و یا بصورت تکی هم میفروشم
تعویض هم دارم با چیزی که به دردم بخوره لطفا بگید با چی میخواین تعویض کنین
لطفا قیمت مدنظرتون رو برام بفرستین 
ممنون که وقت گذاشتین
محل بازدید و خرید : تهران نو  - نارمک - افسریه - اسلامشهر
ممنون که وقت گذاشتین و خوندین
یاعلی",0,Monday 08PM,263464
9306,Apple::اپل,Karaj,گوشی موبایل اپل ۵s ۳۲ درحد نو,گوشی بدون ایراده.یه خال روش نیست.باگلس پشت رو.حافظه داخلی ۳۲g.خریدارواقعی تماس بگیره لفطا.به دلایلی مجبورم بفروشم.کرج آزادگان,3,Tuesday 04PM,892537
9309,Apple::اپل,Mashhad,سيكس٦٤ گلد و گرى,دو عدد ایفون سیکس ٦٤ یکى Gold و یکى Gray  دو تا گوشى با ضمانت باز نشدن ، اصل بودن و سالم بودن میدم ، اینکه میگم اصل واقعا ٨٠ درصد گوشى هاى بازار فیک هستش ، دیدم که میگم.,0,Wednesday 04AM,1315459
9310,HTC::اچ‌تی‌سی,Shiraz,گوشی کم کار . تمیز,"گوشی بسیار تمیز htc

گوشی بسیار تمیز

اچ تی سی وان وی htc one v

گوشی اچ تی سی وان وی بسیار تمیز کم کار . خط و خش نداره . پشتش فلزیه
cpu:1g سی پیو : ۱ گیگ
ram:4 g رم:۴گیگ
android: 4.3 اندروید ۴.۳
camera :5 mpix دوربین ۵

تا ۳۲ گیگ هم مموری ساپورت میکنه

شارژر و هنسفری نو .هنسفری استفاده نشده 
به مشتری واقعی تخفیف میدم",1,Wednesday 10AM,392141
9320,LG::ال‌جی,Tehran,گوشی lg g2,سلام گوشی سالمه فقط یه السیدی میخواد که حدود 80000الی$NUMخرج داره همین طور یه قیمت منصفانه میدم ببرید درست کنید و استفاده کنید گوشی کارتن و شارژر داره 16گیگه و 4g ساپورته دوربینشم 13,0,Saturday 10AM,193028
9350,Samsung::سامسونگ,Mashhad,سامسونگs3310,گوشی اصلی هست کارتون داره شارزر خرابه قابش ازپشت یکم شکستگی داره  لطفا فقط تماس بگیرین,2,Sunday 02PM,245931
9387,Nokia::نوکیا,Tehran,لومیا ٩٢٠,دو عدد گوشی لومیا ٩٢٠ جهت تعمیرات به فروش میرسد ال سی دی و قطعات داخلی قابل استفاده میباشد هر دو گوشی همراه جعبه میباشند,2,Sunday 06PM,415870
9394,Samsung::سامسونگ,Shiraz,گوشی سامسونگ galexi note 5,"گوشی بسیار نو و تمیز  دارای دو سیم کارت می باشد.
همین طور یک قاب اورجینال سامسونگ و یک قاب ژله ای نیز دارد.
رنگ مشکی",2,Tuesday 06AM,880908
9404,Huawei::هوآوی,Mashhad,هواوی y625 خاموش,$NUM,0,Wednesday 07PM,1596
9412,Apple::اپل,Tehran,گوشی اپل ۶ اس gray 16G,فقط جعبه باز شده,1,Saturday 06AM,1139157
9437,Apple::اپل,Tehran,گوشی موبایل ایفون 5,شانزده گیگ بسیار تمیز. با خط و خش جزعی و سخت افزاری و نرم افزاری سالم +تمامی لوازم (کارتن.شارژر.هنذفری)+ اپل ایدی +گارد+گلس رنگی ....اپدیت شده به ای او اس$NUMدلیل فروشمم اینه که میخوام ویندوز فون بگیرم ...قیمت مد نظرم هم$NUMسر معامله تخفیف هم میدم ،به همراه تست,5,Saturday 07PM,502696
9471,Samsung::سامسونگ,Shiraz,s4 خاموش,یه s4 خاموش میخام,0,Monday 10AM,229047
9473,Huawei::هوآوی,Kermanshah,هواوی,گوشی بسیار سالم بدون خطو خش,1,Tuesday 11AM,260817
9480,Lenovo::لنوو,Mashhad,فروش سه عدد گوشی هواویی .اسمارت.هواویی,اسمارت مدل کلیو سفید درحد اک باکلیه لوازم ت۲۴۰ .هواویی وای ۳۶۰یاهمون وای تری باکارتون بدون شارژرت۱۸۰ .هواویی سفید جی ۵۱۰قیمت بدون شارژروغیر باکارتون ت ۱۳۰,3,Sunday 01PM,133466
9495,Samsung::سامسونگ,Isfahan,Galaxy A$NUMآک,"کادو بوده
سفید
آک و پلمپ با گارد
کمتر از قیمت مغازه دار
قیمت رو پیشنهاد بدین",3,Wednesday 10AM,776287
9497,Nokia::نوکیا,Tehran,۷۶ ۱۰,"سالم وتمیز 
ممنون از سایت دیوار",2,Thursday 08PM,511142
9498,Apple::اپل,Shiraz,اس 4 مشکی,یه ایفون اس 4 مشکی موجوده به بالاترین قیمت پیشنهادی فروش میره,0,Friday 06AM,892030
9514,Apple::اپل,Karaj,آیفون ۱۶ گیگ مشکی,گوشی واقعا سالم و در حد میباشد بدون خط و خش .مناسب برای مصرف کننده .,2,Tuesday 07AM,983516
9516,Samsung::سامسونگ,Ahvaz,سامسونگ گلاکسی گراند نیو,سلام علیکم بنده دارای موبایل سامسونگ خیلی تمیز ....فقط واتساب و تماس,2,Wednesday 03PM,520369
9518,Sony::سونی,Tabriz,فروش سونی V,"با سلام برای اطلاعات و توضیحات بیشتر زنگ بزنید.

فقط قسمت بالای صفحه گوشی کار نمی کنه یا لمس نمی کنه.

در تلگرام هم هستم.",2,Thursday 02PM,454075
9533,Huawei::هوآوی,Tehran,هواوی جی 6 فوق العاده تمیز,یه رم ۸گیگم داره خیلی تمیزه,0,Saturday 05PM,365634
9550,Sony::سونی,Mashhad,Sony Xperia Z,مال خودمه ایراد نداره فقط ازش خسته شدم (کاملا سالم),0,Thursday 12PM,278205
9551,Samsung::سامسونگ,Isfahan,سامسونگ گلکسى A7,بسیار بسیار تمیز . ٢ماهه خریدمش خیلى تمیزه قیمتشو با هم کنار میایم,2,Thursday 02PM,771815
9563,Apple::اپل,Ahvaz,ﮔﻮﺷﻲ Iphone 6s 64 GB,"ﻳﻜﺪﺳﺘﮕﺎﻩ ﮔﻮﺷﻲ iphone 6s 64G ﻃﻼﻳﻲ ﺭﻧﮓ, ﺁﻛﺒﻨﺪ, ﺑﺴﺘﻪ ﺑﻨﺪﻱ اﻭﺭﺟﻴﻨﺎﻝ,ﻣﻌﺎﻭﺿﻪ ﻧﻤﻴﻜﻨﻢ,ﻟﻂﻔﺎ ﻓﻘﻄ ﺩﺭ ﻭاﺗﺴﺎﭖ ﭘﻴﺎﻡ ﺑﺪﻳﻦ,ﺗﻤﺎﺱ و ﭘﻴﺎﻣﻚ ﭘﺎﺳﺦ ﺩاﺩﻩ ﻧﻤﻴﺸﻮﺩ",2,Wednesday 09AM,2532170
9566,Samsung::سامسونگ,Tehran,Samsung s6 edge,"سامسونگ اس ٦ ایدج
بسیار نو  خط خش نداره
٣٢گیگ-تک سیم
معاوضه ندارم.
فقط تماس یا تلگرام جوابگو هستم.",2,Wednesday 05PM,1190031
9574,Apple::اپل,Mashhad,گوشی اپل فور16گیگ,معاوضه هم میگردد با گوشی جی وان یا گرند پرایم,3,Sunday 05PM,487712
9594,Sony::سونی,Qom,سونی زد3,باسلام گوشیم سالم رنگ مشکی دوسیم فورجی فروش فوری. یاعلی,0,Sunday 09PM,491344
9601,Huawei::هوآوی,Shiraz,mate s جهت معاوضه,"میت اس گلد64گیگ جهت معاوضه
لطفا مدل گوشی رو پیامک کنید",0,Wednesday 06PM,875939
9621,LG::ال‌جی,Karaj,LG G3 32G,"سلام
LG G3 32G
با گارانتی$NUMسالم .... همراه دوتا قاب 
معاوضه با اپل 6s تمیز
یاعلی",0,Tuesday 05PM,984933
9633,ZTE::زدتی‌ای,Qom,&انواع گوشی به قیمت عمده&,"فروش انواع گوشی های چینی لمسی و ساده درجه یک به قیمت عمده
اعم از ایفون،سامسونگ،نوکیا،هواوی،ال جی،سونی و.....
برای مشاهده توضیحات بیشتر به شماره زیر پیامک بدین یاتو تلگرام پی ام بدین 
$NUM",1,Thursday 09AM,162502
9635,Samsung::سامسونگ,Kermanshah,j1معاوضه,"با سلام 
گوشی سالم همراه کارتون 
فقط یه تیکه کوچیک از گوشش کنده شد ک زیر گارد میفته
جهت تعویض با......
ترجیحا مدل پایینتر
قیمتش برای معاوضه185
برای فروش165
یه خررررررده تخفیف میدم
فقط اس ام اس
با تشکر ازدیوار",4,Thursday 06PM,525088
9655,Apple::اپل,Mashhad,گوشی موبایل ایفون 6s,باسلام گوشی ایفون 6sرزگلد ١٦گیگ بدون خطو خش ٣ماه بیشتر کار نکرده است به شرط بدون هندزفری تخفیف کوچکی هم دارد لطفا فقط تماس بگیرید متشکرم,0,Thursday 01PM,1507182
9658,Samsung::سامسونگ,Shiraz,مگا6.3,"فروش یا معاوضه با ایفون 5s
در حد نو 
ب شرط مهلت تست 
ماوتفاوت پرداخت میشود",2,Thursday 10PM,566435
9681,Apple::اپل,Shiraz,گوشی اپل - 4s,بدون خط و خش و بسیار تمیز - دارای کاور و شارژر اصل و هنذفری-,0,Thursday 04PM,468921
9712,HTC::اچ‌تی‌سی,Ahvaz,hTC sensation xl,"شارژر موجوده
هندزفری موجود نیست 
ظاهرش هم خیلی خوبه که از عکسا مشخصه.
درب پشتی فلزی است.
دوربین 8 
حافظه 16 گیگ
رم 768 مگ
دوربین جلو 1.3
cpu 1.5
صفحه 4.7 اینچ",5,Sunday 02PM,272953
9715,Samsung::سامسونگ,Isfahan,گوشی تمیز وخانگی(S4),بدون خط وخش سالم وتمیز,2,Sunday 09PM,511211
9716,LG::ال‌جی,Isfahan,فروش یا تعویض الجی جی۲مینی دوسیم سفید,"سالم و بدون خط و خش.سفید.دوسیم.گارد و برچسب
فروش ۳۵۰
تعویض با سامسونگ آ$NUMیا جی$NUMمابه التفاوت قیمت نو به نو گوشی پرداخت می شود",0,Monday 05AM,530187
9718,HTC::اچ‌تی‌سی,Isfahan,htc 820gpluc,"باسلام گوشی ‌دو روزه سفارش دادم همان طور که میبینید در جعبه است کار نکرده فقط برای یک ساعت مشخصات ۱۶ گیگ حافظه داخلی دارد ۱۳مگا پیکسل دور بین دارد سلفی اش ۸ است ۵-۵اینچ است  قابلیت  4G
 دارای دو باند از جلو  ساپرت WI-FI باتشکر لطفا مشتری زنگ بزند قیمت هم با مشتری واقیی کنار می اییم باتشکر",3,Monday 07PM,479317
9724,Samsung::سامسونگ,Karaj,سامسونگ J$NUMچینی,"اگه نمیگفتم عمرا کسی بفهمه. فکر کن داری جی۷ اصل میخری با قیمت پایین تر
در حد اکبند دو سیم حافظه خور ۴ جی 
با مهلت تست",0,Tuesday 06PM,651229
9735,Apple::اپل,Kermanshah,فروش ال سی دی ایفن 5,"فروش ال سی دی آیفن 5 مشکی
لطفا فقط فقط اس بدید
با تشکر",0,Monday 07PM,736258
9746,Samsung::سامسونگ,Tabriz,گوشی سامسونگ s6,یه هفته است که خریدم با گارانتی وبیمه,0,Saturday 12PM,1186583
9749,Samsung::سامسونگ,Isfahan,فروش یا معاوضه سامسونگA7 با آیفون 5s,گوشی فوق العاده تمیز و بدون ضربه می باشد.درضمن A7 مدل 2015 می باشد,0,Sunday 05PM,798896
9750,Samsung::سامسونگ,Shiraz,سامسونگ j5,گوشی بسیار تمیز رنگ گلد هم فروش هم معاوضه .با اندرید ۶ بدون ضربه و خط وخش,0,Monday 09AM,694967
9751,Samsung::سامسونگ,Qom,سامسونگ GT-S7582,"از نظر همه چی سالم 
فقط دورش رنگ رفتگی داره
بدون هنگی
به بالاترین قیمت فروخته میشه
هرکی خاست عکس هم میفرستم
فقط تلگرام",0,Monday 10AM,221371
9759,Samsung::سامسونگ,Karaj,باند 6975سری اول معاوضه با گوشی,معاوضه با هم سطح ترجیحا 5 اینچی,0,Thursday 07PM,469569
9768,Apple::اپل,Karaj,آیفون ٦ پلاس ٦٤ گیگ,"در حد نو
تلگرام
$NUM",0,Wednesday 06PM,1566173
9771,Nokia::نوکیا,Tehran,گوشی موبایل نوکیا,"تمیزبدون خش نوکارکرده بدون زمین خوردگی و خوش دست بادوربین3
سعیدپام",2,Thursday 03PM,246646
9775,Apple::اپل,Ahvaz,apple 4,اپل ٤ به فروش میرسد مشتری واقعی تماس بگیرد,0,Friday 03PM,1071327
9783,Huawei::هوآوی,Shiraz,گوشی هوآوی هانر 6 سفید,"با سلام,  گوشی هوآوی مدل هانر 6 تک سیم 4G  کارکرد واقعی کمتر از سه ماه,  حافظه 16، رم 3، باطری$NUMکاملا سالم..  هنسفری پلمپ...لـطفا فــقــط پـیامـک بدید",0,Wednesday 12PM,394490
9786,Samsung::سامسونگ,Qom,سامسونگ A52016,گوشی در حد بدونه ضربه وخط وخش رنگ سفید دوسیم حافظه داخلی ۱۶ بالوازم جانبی,0,Sunday 03PM,742576
9807,Nokia::نوکیا,Tehran,گوشی نوکیا 6230 اصل فنلاند,"با سلام.
گوشی نوکیا 6230 فنلاند با IMEI 00 .
بهمراه کارتن و شارژر اصلی .
دارای دوربین ، بلوتوث و رم خور .
دارای باطری با شارژدهی فوق العاده بالا و مناسب جهت مکالمه طولانی مدت .
کسانیکه در کار گوشی هستند میدانند که این نوع گوشی ها به راحتی خراب نمی شوند.
فروش به بالاترین قیمت و قیمت پایه$NUMتومان .
لطفا خریدار واقعی تماس گیرد و یا پیامک بزند .
با تشکر .",2,Wednesday 11AM,118544
